Gender,Major,Program,GPA
Male,PhD,ECE,7.840401116311109
Male,B.Tech,ECE,6.939701484465625
Female,B.Tech,ECE,7.036152527925827
Male,PhD,ECE,8.436013448314414
Male,B.Tech,ECE,7.28922194091662
Female,B.Tech,ECE,9.587441228777458
Male,B.Tech,CHD,5.824140229412755
Female,MS,ECE,8.686064134138569
Male,MS,CND,8.828363064083142
Male,MS,ECE,8.344948781746469
Female,MS,ECE,7.544779223588848
Male,B.Tech,CSE,8.664668030267627
Female,MS,ECE,6.465611994681861
Female,MS,CHD,7.521713311947521
Female,B.Tech,CSE,8.171682197222811
Male,B.Tech,CND,6.629888396577482
Male,PhD,CHD,9.098232262400094
Female,MS,CND,6.941736678725119
Female,MS,CSE,7.221528674236394
Other,MS,ECE,7.6278532809111175
Male,B.Tech,CSE,7.4173992775365285
Male,B.Tech,CSE,6.777979849619977
Female,B.Tech,CHD,6.509600747437579
Male,B.Tech,CSE,8.420396431098524
Female,MS,ECE,9.059411482772406
Female,B.Tech,CSE,6.585620234292445
Male,B.Tech,ECE,5.290232192670338
Female,B.Tech,CHD,4.842516170812621
Female,B.Tech,ECE,7.239290114780356
Male,B.Tech,ECE,7.655955622218798
Female,B.Tech,CSE,7.0629977855785455
Male,B.Tech,CND,6.929091892919241
Female,B.Tech,ECE,6.195457385305917
Male,PhD,ECE,8.62748989695692
Female,B.Tech,ECE,8.67818537889891
Male,B.Tech,CND,4.783122322664444
Male,B.Tech,ECE,6.922498811212285
Female,B.Tech,ECE,6.029651650586399
Male,B.Tech,ECE,5.509534005946149
Male,MS,CSE,7.209016890450909
Female,MS,CHD,8.265770998979082
Female,B.Tech,ECE,7.404962197591166
Male,B.Tech,ECE,8.4602877611748
Male,PhD,CHD,8.304390773572731
Male,MS,CSE,6.769244859091295
Male,B.Tech,ECE,6.761830457624028
Male,B.Tech,CND,5.613620927784217
Female,B.Tech,CHD,5.793204113577995
Female,B.Tech,CSE,7.580559058406496
Female,B.Tech,ECE,7.19418090559442
Female,B.Tech,CHD,7.587565595435331
Male,B.Tech,ECE,6.642507152728272
Male,B.Tech,ECE,7.7905295634253555
Male,MS,CND,7.710617971196922
Male,MS,ECE,8.781677982919573
Male,B.Tech,ECE,7.344638939471542
Female,MS,CSE,7.855102190660768
Male,B.Tech,CSE,7.212093044176097
Male,MS,CSE,7.987497509317557
Male,B.Tech,CND,8.596106515312924
Female,B.Tech,ECE,7.245437622578789
Male,B.Tech,ECE,6.998387327605491
Male,B.Tech,CHD,6.761509142949201
Male,PhD,CHD,8.721592109622506
Female,B.Tech,ECE,7.707913339053505
Male,B.Tech,CSE,6.726158369687372
Female,B.Tech,CHD,5.8443584853771915
Female,B.Tech,CSE,6.098031861621647
Male,B.Tech,CSE,6.815837460457804
Male,B.Tech,CSE,8.348927506119082
Other,MS,CSE,7.824876359527161
Male,MS,CSE,7.584113473024105
Male,PhD,CHD,7.4196403433756775
Female,B.Tech,CSE,8.513541435602296
Female,MS,CHD,8.398319702187022
Other,B.Tech,CSE,7.796009970005858
Female,B.Tech,CSE,7.961688051929375
Male,B.Tech,ECE,6.835269771241037
Male,PhD,CND,8.342295316873768
Female,MS,CND,9.042021359366396
Male,PhD,CND,8.38979044465957
Male,MS,CHD,8.411267703044796
Female,PhD,CHD,8.735275358600257
Male,MS,CHD,8.45005193269585
Male,B.Tech,ECE,6.871830829733506
Male,B.Tech,CSE,6.966116157186081
Male,B.Tech,ECE,7.7776404379759425
Male,B.Tech,CSE,7.776002859934726
Male,B.Tech,ECE,8.168232599019461
Male,B.Tech,ECE,7.551096983309838
Male,B.Tech,CSE,7.596605613592055
Female,PhD,ECE,8.076883316607777
Male,PhD,CSE,8.00942524446405
Female,B.Tech,CND,7.780630674351494
Male,B.Tech,CSE,6.425814931983625
Male,B.Tech,CSE,6.979298996883138
Female,B.Tech,CHD,8.379023240971291
Male,MS,ECE,8.854399204641563
Female,B.Tech,CSE,7.301788830797184
Male,B.Tech,CSE,6.70386042016629
Female,MS,CSE,7.913634762759547
Male,MS,CSE,8.60736209873893
Female,B.Tech,CSE,6.963500722553834
Male,MS,ECE,7.609202324892816
Other,B.Tech,CHD,8.215774756407974
Male,B.Tech,ECE,7.181600139129281
Male,B.Tech,ECE,6.422744179008253
Female,B.Tech,CSE,7.478940188932631
Male,B.Tech,CSE,7.971218413192508
Male,B.Tech,CHD,5.9923269352122395
Female,B.Tech,CSE,6.799546086647065
Male,MS,CND,7.827321642688111
Male,B.Tech,ECE,7.452287165783476
Male,B.Tech,CHD,7.632008322859858
Female,MS,ECE,7.61396826210436
Male,B.Tech,CSE,5.507248824093975
Male,PhD,CND,8.8158993772997
Female,B.Tech,ECE,5.880054729422787
Female,B.Tech,CSE,7.271184205043877
Male,B.Tech,CND,6.868019101269318
Male,B.Tech,CSE,7.162443905204075
Male,B.Tech,CSE,8.651233971706858
Male,B.Tech,ECE,10.0
Male,B.Tech,ECE,5.366562588601392
Male,B.Tech,CND,7.983906155332924
Male,B.Tech,ECE,6.843752227322354
Male,B.Tech,CSE,8.047854513712553
Female,B.Tech,ECE,7.957263076179164
Other,B.Tech,CSE,8.409744807198162
Female,B.Tech,ECE,7.284964915162697
Male,B.Tech,ECE,6.110423515044976
Male,MS,CSE,8.649354642096734
Female,B.Tech,ECE,7.117997576144064
Female,MS,ECE,7.836309749406107
Male,B.Tech,ECE,6.523776119295038
Female,B.Tech,ECE,8.00633556910513
Female,B.Tech,CSE,8.603369492007378
Female,MS,CSE,7.163253208910256
Female,B.Tech,CSE,7.6219522424789306
Male,B.Tech,CSE,6.627612814577355
Male,B.Tech,ECE,5.532727601807887
Female,B.Tech,CND,7.147705820763008
Female,B.Tech,ECE,6.166862219810439
Male,B.Tech,ECE,5.422246772199802
Male,B.Tech,ECE,6.218259527775466
Male,B.Tech,CSE,5.972226082086147
Female,B.Tech,CND,6.353313146936609
Other,MS,CND,7.071881146132418
Male,MS,ECE,7.72340192396165
Male,B.Tech,CSE,6.286750871916027
Male,B.Tech,ECE,7.375613877145657
Female,MS,CSE,8.41547729047882
Female,B.Tech,ECE,7.260148576778442
Female,B.Tech,CHD,6.764555542126491
Male,MS,CSE,7.816300683015379
Male,B.Tech,CND,6.162925012588635
Male,B.Tech,CND,6.187005340590063
Male,MS,CND,8.492522707655116
Female,B.Tech,ECE,5.240297401349536
Female,MS,CSE,7.94349254318094
Other,MS,ECE,7.773529656907159
Other,PhD,ECE,8.599566050687447
Male,B.Tech,CSE,5.574988016577649
Female,B.Tech,ECE,7.01248070548594
Female,B.Tech,ECE,7.342984341359107
Female,B.Tech,CSE,5.095268781376005
Male,B.Tech,CSE,5.925672027138263
Male,B.Tech,CSE,6.908210153187209
Male,B.Tech,ECE,7.514146907634305
Female,B.Tech,ECE,7.1824993111127
Male,B.Tech,CSE,7.560454252949807
Male,MS,CND,7.244439241151542
Female,MS,CSE,6.887874755190381
Male,PhD,CHD,8.342252902878396
Male,B.Tech,ECE,5.770646761785885
Male,PhD,CND,7.867338836976099
Female,MS,CSE,8.652594848378461
Male,B.Tech,CND,7.189099556766851
Female,B.Tech,CND,6.431855094744586
Male,B.Tech,ECE,6.301968495359036
Female,B.Tech,ECE,7.620921556889165
Male,B.Tech,CSE,7.211970935649983
Male,B.Tech,ECE,5.785443357677309
Female,MS,ECE,6.636523386829337
Male,B.Tech,ECE,8.88180183264015
Male,B.Tech,ECE,5.777520774682442
Male,MS,CHD,8.369387552310085
Female,B.Tech,CSE,8.510692932338173
Male,PhD,CSE,8.373798784416579
Female,B.Tech,CSE,6.399563323532796
Male,PhD,CSE,7.586975479152144
Male,B.Tech,ECE,5.55998946367997
Male,B.Tech,ECE,7.376694848676386
Male,B.Tech,ECE,8.450976322949984
Male,MS,ECE,7.72317863230683
Male,MS,CHD,7.610995676495445
Male,B.Tech,CSE,7.697481090811187
Female,PhD,ECE,7.957026373047627
Male,B.Tech,CSE,7.274482907628421
Male,B.Tech,ECE,7.041801450085512
Female,MS,CSE,7.713372358995361
Male,B.Tech,CSE,6.98446184126348
Male,B.Tech,ECE,8.76315211464998
Female,PhD,CND,8.602266472050479
Female,PhD,CHD,8.846250402127989
Male,PhD,CND,7.8406528195399705
Female,PhD,CHD,8.847968073803788
Male,B.Tech,ECE,7.639020475468985
Male,MS,CHD,6.950282732408443
Male,B.Tech,CHD,7.5397907333711
Other,PhD,CSE,8.043362931602662
Male,B.Tech,CSE,5.454196323674384
Male,B.Tech,CSE,7.129775732327619
Male,B.Tech,ECE,7.53904259106261
Male,B.Tech,CHD,7.151608068644562
Male,B.Tech,CSE,6.890861415154244
Male,MS,ECE,7.768590263079168
Male,MS,CND,9.72661160653909
Male,B.Tech,ECE,5.817430611471354
Male,MS,ECE,8.611045387650043
Male,B.Tech,CHD,7.0154229708889835
Male,B.Tech,ECE,6.145533493732968
Male,B.Tech,ECE,6.951600949371421
Female,MS,CSE,7.024947153687968
Male,MS,CSE,7.583156715235202
Female,B.Tech,ECE,6.953065674164394
Male,B.Tech,ECE,5.44888294140087
Male,B.Tech,CND,7.506382538488058
Male,B.Tech,CND,6.036238959088468
Male,B.Tech,CHD,5.548279041986447
Male,B.Tech,CSE,5.91958226417163
Male,B.Tech,CND,9.175954161835486
Male,PhD,CHD,7.310967929065581
Male,B.Tech,CSE,7.43612308876979
Male,B.Tech,ECE,6.2483637289807135
Male,B.Tech,CSE,6.649871828482438
Male,MS,CSE,8.422751650076233
Male,MS,CND,8.388373100387245
Female,MS,CHD,7.523512506586746
Male,B.Tech,CSE,5.642175993366706
Female,MS,ECE,8.435498681590447
Male,B.Tech,CND,7.552377193009344
Male,B.Tech,ECE,6.715030491211811
Female,B.Tech,CSE,7.441944383808378
Female,B.Tech,CSE,6.554170519024464
Male,PhD,ECE,7.886481217482607
Male,MS,CND,8.002773526784752
Female,B.Tech,ECE,7.519032741091517
Female,B.Tech,ECE,7.309250269552434
Male,B.Tech,ECE,7.509162680076672
Male,B.Tech,CHD,6.239421126710874
Male,B.Tech,ECE,8.581881124758253
Male,PhD,CHD,8.128809572330688
Male,PhD,ECE,8.240542174261705
Male,B.Tech,CSE,5.681344090782132
Male,MS,CND,7.864301390591901
Female,B.Tech,CND,7.532237736851517
Male,B.Tech,CND,7.762510612692664
Male,B.Tech,CND,8.561940737186783
Female,B.Tech,CHD,7.520234895825461
Female,MS,CHD,8.193839237059793
Male,B.Tech,CHD,6.553704888485681
Male,B.Tech,ECE,6.3382595917669935
Male,B.Tech,CSE,7.970248514668156
Male,PhD,ECE,8.775535175869456
Male,B.Tech,CND,5.922987299151227
Male,MS,ECE,8.506167121007437
Male,MS,CND,8.45526858397709
Male,B.Tech,CSE,5.886191114985806
Male,B.Tech,CSE,7.5404568047891765
Male,MS,ECE,7.265317478362735
Male,B.Tech,CSE,4.570707032326512
Male,PhD,CSE,8.219948793153975
Male,B.Tech,CSE,7.257814705254989
Female,B.Tech,CHD,6.884929195116887
Male,MS,CSE,10.0
Female,MS,CSE,8.265195860464482
Female,PhD,CSE,8.37357090964935
Male,B.Tech,ECE,7.429591303314091
Male,PhD,CHD,8.079340497799953
Male,MS,CHD,8.650635343465478
Male,MS,ECE,8.252701362323972
Female,B.Tech,CSE,7.31517170389249
Male,B.Tech,ECE,6.375879777133061
Male,PhD,CND,7.517834836775454
Male,B.Tech,CSE,6.4986139109227095
Male,B.Tech,ECE,7.282633856259892
Male,B.Tech,CSE,6.555300520255054
Male,B.Tech,CSE,7.291727167067371
Male,B.Tech,ECE,6.767638123143695
Other,B.Tech,ECE,7.430579484626524
Male,MS,CSE,7.31622311188728
Male,B.Tech,CSE,7.192890011885082
Male,B.Tech,CND,6.3590458536486025
Male,B.Tech,CHD,5.461717057869364
Male,B.Tech,CHD,6.834845876971625
Male,B.Tech,ECE,8.536317573818046
Male,MS,CHD,6.978996514507813
Male,B.Tech,CSE,7.119392250394199
Male,PhD,CSE,8.698788531632113
Female,B.Tech,ECE,9.300030685144451
Male,B.Tech,ECE,6.507067017553312
Male,B.Tech,CSE,6.367999395395687
Male,B.Tech,CHD,5.833307804060734
Other,MS,CSE,8.798361434392353
Male,MS,ECE,7.392809969532648
Male,B.Tech,CSE,6.6294035682246495
Female,B.Tech,ECE,5.151062122628745
Female,B.Tech,CSE,7.883971842678526
Female,B.Tech,CSE,8.158258280778027
Male,PhD,ECE,8.722887531792184
Male,B.Tech,ECE,5.394674718646282
Female,MS,ECE,8.425005728545514
Female,B.Tech,CSE,5.327329615275999
Male,B.Tech,ECE,7.05804030206424
Male,B.Tech,ECE,7.205077579983797
Male,B.Tech,CSE,7.310183218108265
Female,MS,CND,8.374245572846228
Male,B.Tech,ECE,6.991966396440728
Male,MS,ECE,6.6262993410900135
Male,B.Tech,CND,7.535121008799532
Male,PhD,CND,8.348804070563874
Male,B.Tech,CND,6.097380208628767
Male,MS,CHD,6.901421805204373
Male,MS,ECE,9.07801553014705
